#OTU ID	JQ1	JQ10	JQ11	JQ12	JQ13	JQ14	JQ15	JQ2	JQ3	JQ4	JQ5	JQ6	JQ7	JQ8	JQ9	PLJ1	PLJ11	PLJ12	PLJ13	PLJ14	PLJ15	PLJ16	PLJ17	PLJ18	PLJ2	PLJ3	PLJ4	PLJ6	PLJ8	PLJ9
bcfdce6af0838615c3ceada5eb3006b4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e05c79009fd7877b24e3127bd49986a0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e27c7a8f0f15ba272646221046672a7a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8f7eb9ea78e61c8a75f0f84d1b095145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5189b5c8b6ac121471e2ef04fd977ef5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3fb11383d86dfad2dfd111339161741f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a675540da0c9a75f91235797c6f53261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b1612ff84ae5f0c33ce4ca4d2418ce56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96bfbaf2632960369c395f7abbd06281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
405a7b562518a6528bb2b07a9e8c1216	8	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5ac42098842d8fbc0ec556fb3c936adc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3dd6c9ce09336b0ac3b6b960aaf9b378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
be9e71afcba6b843ce839c2d10d30623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17e562606dc747dd9f950ce27d3eb95a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c489a5dd3e6b99cbbe986a7965f907ff	0	0	0	0	0	11	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2d16d001e21717f960cf771ae879b1dd	0	0	0	0	5	0	0	0	0	0	0	0	9	0	12	0	0	0	0	22	0	12	9	34	0	0	0	0	18	0
9f04d4582c00cc1372a4a536aaa64d65	64	0	0	0	0	0	56	0	0	0	0	0	0	0	12	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
0e11a8e894a8d9a3241d7cd7915570ac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0f5f48d793a468de8ec2131049a25f1e	0	0	0	0	0	0	0	0	0	0	0	0	39	8	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b35e30cf9079e8eaeb96cb88b183a91c	26	0	0	0	0	64	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2782224882645633fceb10eb28d93ebf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8e09caaee61bd482522f087e96e093de	0	145	0	134	73	0	137	0	43	27	0	369	0	135	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e55d539d44ff617571e2d73f6cc501ce	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3d37828ca8cf25e5efbc6ecef374521d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fc7b257064027e1bc2b6fbfb4584677d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97adcee7c1dbc6dc7a0dba27606dcf97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d11ef81cd8ab0dfa7a44a92acae1ccfb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7be6d1d8b1e5f299e14138de15fc40c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001d123420b59585627edf5a1292ae8	63	0	0	0	0	0	91	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d9c8d82e5c3cbcce9bced9b1256171c4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fad041dcb294004c52ed306817ddbc68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225671ed33a06c9e372cb09428c37ff1	0	0	0	0	0	0	0	0	0	0	0	0	29	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65d43491988bfe557da4d86a5ba25dae	0	0	16	0	86	63	205	0	8	24	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5f7122a87d3ee1da11dab0973ee8e324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2f7db29d89aa3dce7453fcc7348598e9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d907ee78338937173c978029ced28fbe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7068efe35f29061dd917c5272ae79a1e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7ff346973a282aa55de296afdb5d74af	268	0	0	5	0	0	34	0	662	0	197	0	65	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
695f54b6fe6e416ca3552f77a92d75a9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bec27b416174d193f47434a3b86a8152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9f622f949747e9ef9dddff74f693d9e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78a1b2e85fb21e6dcc4038a4894f29c9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bc784a269e46bb88829bb588314450e3	0	0	0	0	0	0	0	4	0	234	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e8386d3a307c208c4b9f0a756259cd6b	0	0	0	0	0	0	0	0	0	0	0	0	0	708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d892d40bc79d0c356bd2886ce8d120ee	9	0	0	0	0	0	0	0	0	0	0	0	0	514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2b2995bdb3b552a2a55576f244023603	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
685a1812a6e46f72d7cf1f4a060b8e96	0	3	0	0	0	0	207	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dbbe7686056ff0a336e077681d760a25	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25bafa913ac9fae2b5427f17c12e705b	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33295f1846cff2bf9c88e15798fbc91d	0	0	0	333	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09e996f449e880d1fd8f27d59e8d8b11	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1c2081ba6182497ed3942fb5deb235e4	0	0	0	0	0	0	0	0	0	157	0	0	0	156	0	21	0	0	0	64	0	0	0	0	0	0	0	56	73	0
bc7e42479410cd51710c9c5484647e64	0	0	0	0	0	0	0	0	153	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b099d763d78aaf347411b48ccf406dbf	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d76d6003ee959b0bdf1f9de282467004	44	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e5c19d7800b18015f3a917fc015fc42f	0	0	17	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98db96cc99654ef243cb9136f09d14e6	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7b98f85b43db30c605867cca3737a5bc	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3fddaf06d5eef85d6bb5499b663e46ba	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a4ea407cc0474048371da8d7879c4517	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
358653c8ce0e7c1d8475afd42a10d238	22	0	0	0	0	0	4	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58ab4257cbdb7c2021a954410d08ff84	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1496f0c3d73ed8f28845c74fb6cfb58a	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
afaab7ab7bd0282b76cf060e5044ba96	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aa9b3a1418d146c262ec63305292065a	0	14	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5648dccee530d68ceb3e4d7d22cf8756	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1368aca6d12ec4a9bbf16a2ff67104e1	94	0	54	120	0	0	63	13	0	34	0	0	77	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eda74f2d1b5e84dae47f14280e5ccb17	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4608fae4bbc9964cdd17af8782f2155e	0	12	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cf3bacd24a8e29408f08ae44f9e24947	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0c579d21280801f02a641e1608606927	0	3	6	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9966decaeda8f776c5f73afe2b401316	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1c73e1dd8862b6fdbc044d6e0d9ecc26	0	19	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3c64add2dcc07e773260809bf7c70fff	0	0	0	0	0	0	0	8	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
de9fcf63782ec325a8b5e243500fe748	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
855d1c094ac762b2269ce5d8c2cd7088	0	0	0	0	0	140	78	0	0	0	0	0	14	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a7d089e433aac54546d15d3421576ef9	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ca062221b62b696374ab9857e0e08144	0	0	0	0	0	0	57	0	0	0	0	0	94	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75a3e20e916ee5ec7dceae34a1bc0209	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1427435456d4da78e4d4f36902b0a273	182	21	0	47	0	236	298	33	337	14	0	0	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7347881ef3980ea60fc95285a8b34495	245	0	0	0	0	146	21	0	0	0	0	13	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bc3676c17839094c4fa8e33268905268	49	0	0	0	0	11	0	0	65	0	0	0	161	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
e6d4e63f6baead777f61c53b03caad1d	43	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
db5d5066a3177a94d4ce876e6b1ac340	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2330d5de92ae91adc84d797e55e41055	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21ada0c9a8bf78e70d72e0cd0b7be5cb	12	0	0	0	0	0	95	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ffedf4870e5cc6cbf414e21fc1d6498e	43	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5e5e6408720a210bcfa09242eb04a057	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0daf18761540fabc4ddd7b0e44890d04	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d63e3ee111f0d41a61942a4d040b4d1a	40	0	0	0	0	19	0	0	365	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9ebd4d47c25e82ab5fff6ca85f1ad499	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83e948f389f9d97b0c975afc880989e8	13	0	0	0	0	95	24	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c515257549cb7ec0050f0d66454707fc	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a652f496fb4f9105e6797d717c3926ef	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285e160d99e5861fe736d8a031d9ffac	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
489825a1ddca93ce97abbb41bbe95734	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dcf7709ece9a68d8226f741b011c5690	4	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0b9e7b1532d86d28d872bfd0ba38a575	107	0	0	4	0	0	137	0	114	133	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2e940bbf02afb59ddbff00fbd0e4571d	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02aca0523cb4d38278cb9b2eca420fa1	17	0	0	0	0	0	18	3	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6d55df09ea4ac0a4e18ec647a14080cf	0	0	0	0	0	0	19	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fd1098cd571337c869bc804919b0f630	0	0	0	0	0	0	0	0	41	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5cf37e80516a615f77bd5e97f18ae417	0	0	0	0	0	214	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52893bafb3e83a2278ce569de7c8ed4c	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0cd986d3fa41118a4d3ae6468ea21980	0	445	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122e20f0ace74b543f31b54ec9fcda89	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4f856faa12011d6b010d1218d6af965c	46	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31bcf0a5168e76f7e320deb6bca05160	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7e1a7eecb0c4b8fc25744fe129a6d190	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55d294613e5145693b358304624e61ab	26	0	0	0	0	0	161	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
006d89daf8def59d2f8439a6701fdc0b	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
