ASV	Taxon	Phylum	Class	Order	Family	Genus	Species
fb9384368621be59379692ef9dddc140	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Uncultured	Metagenome
d54a397cc3a738a89098c92aea66f12a	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Uncultured	Uncultured	Uncultured bacterium
d4880fe5cffebaf807e28e7c3f0e1f9b	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	Kapabacteriales	Kapabacteriales	Uncultured bacterium
0342a430dd0bda8bfcbb5e5166107652	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Uncultured bacterium
b5fee75b051900376c63178e4e09772e	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadales	Chthonomonadales	Uncultured bacterium
0ddc8128acd8f6a688e13ab97a187675	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Uncultured bacterium
de681d9e1507c24f5ef365082335a040	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Uncultured	Uncultured bacterium
312f85fff91f5153e724b94b594e7ccb	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella	Nakamurella sp.
a8c562800ddef3f164f2c24fb9a874a6	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	Uncultured	Uncultured bacterium
0870ca10de1f94ffbd6ac989794956b3	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	Unknown
cf59cd2db987f03f62878680bf51b269	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Uncultured	Metagenome
052918c636bac3a7b4a879de181e812d	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unknown
abfb4f09da71d6928b0896f0f382b063	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	Unknown
2472c7f4cd397575250895c25dc0838b	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	Uncultured bacterium
8d65e15d5edf8ba27d4de927e1643d05	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Uncultured	Uncultured planctomycete
040b04732b8cccaad6a1d1b69cefef0c	Bacteria	Chloroflexi	Ktedonobacteria	B12-WMSP1	B12-WMSP1	B12-WMSP1	Uncultured Chloroflexi
ceb9a5a1da2659e6a08b930235904f5a	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Uncultured	Uncultured bacterium
d473b6c4cfe4f692ad39f7e831a17a10	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	Uncultured Pasteuria
4edd7bed8ff0daed4bac3ca6f03f4de9	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Uncultured	Uncultured	Uncultured Hyphomicrobiaceae
904f51cbfc3bd45d2fb89a90e5604b62	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	37-13	37-13	Uncultured Bacteroidetes
4c7f54451025c9d7e1e8a33255a13216	Bacteria	Patescibacteria	Berkelbacteria	Berkelbacteria	Berkelbacteria	Berkelbacteria	Uncultured bacterium
87835d2e3b6ef5d5f0cfc12a6aacdfb0	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidipila	Unknown
3c53f0f73928d289a4d6395c2329a14c	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	bacterium Ellin6543
41f18ddfb0faf41179008f633a1c69f7	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Occallatibacter	Unknown
97751db9fcd26ba4b72ecb5958f84de9	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
197e9710b5787a8bd44464700c86608e	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrocosmicus	Uncultured archaeon
d525d34c9607cf4b3f65b08cf5207831	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Uncultured	Unknown
a83233b2179fadf4ca431a4defe83ae8	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	Uncultured bacterium
2eabacaedd8c3c65a88620dd9b0ecd4a	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Uncultured	Unknown
85d5cc1cc9524bc3a6d3063d65c0fdd1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Uncultured	Uncultured	Uncultured Rhodospirillales
99d6e0f1bc5339630906f04aff5817c1	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Uncultured Conexibacteraceae
19429193febc2a323aef3fa7e9dfe62d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unknown
1551853832ab67f3f88528ec1cff7797	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter	Uncultured soil
fd9769170afaad87974e152ebaa615a3	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
de1ad79879327c62268fe79b69cfb409	Bacteria	Armatimonadota	Uncultured	Uncultured	Uncultured	Uncultured	Uncultured bacterium
f466fedb3d86c22277330f436e2761f1	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Unknown
ea998567c0852a39123f88dbf957feab	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Uncultured eubacterium
3a047b5854330a8bffd9753cd2252ce5	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	Unknown
d4b6a9645dbf7f5865a08fecaaa2f5e4	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Unknown	Unknown
420817d76601257fce7597fff36683c8	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Uncultured	Uncultured bacterium
a3f409a4744ac086bdf72f9ce6d26476	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unknown
fdb630e210f7413d1b2693d1861b1127	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
6a923f416f73c9d2a930d5e03dcac333	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter	Uncultured Verrucomicrobia
0a31535c17ffeb45dbfcb3efbcc7db01	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Uncultured	Uncultured	Unknown
9226f2930126b1d25a2d8eaf7ad4e004	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	Uncultured Rubrobacteria
0e3271b1d61d691749277d5540e75dab	Bacteria	SAR324 clade(Marine group B)	SAR324 clade(Marine group B)	SAR324 clade(Marine group B)	SAR324 clade(Marine group B)	SAR324 clade(Marine group B)	Uncultured bacterium
61536bfbb60ec0a17cc1bc580c7dd4fa	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Uncultured	Uncultured Planctomycetaceae
4fa286237cb0f2d23003a33893afce48	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Unknown	Unknown
dcaa4910f8de42b2bc8a0d3279225d01	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	env.OPS 17	Unknown
32935146e1792f6b87dee4909e73bca0	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	Rokubacteriales	Rokubacteriales	Uncultured bacterium
c8b873193acbb76ba011694340d68d68	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	env.OPS 17	Unknown
ad65a63a6f2c35406970301ee1bc5629	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Unknown
944e1391f73bd431edc66d42592f10ac	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Subgroup 2	Subgroup 2	Uncultured soil
5aace970bc097ccdda2ed6c97560960f	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Uncultured bacterium
363530619bee192cb55442d78988a0b9	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	Metagenome
db13d19cd1c6ac29ce54e148f45def2a	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Unknown
f606550d6b1ea4bc32df805a9058f046	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	URHD0088	URHD0088	bacterium Ellin5299
7c4e62d87f709d35a093d5f609a9b5f2	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Vermiphilaceae	Uncultured bacterium
7570554bef9edcc144bf17e68fdce672	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	soil Metagenome
987869ff61a2f9aa291a016392a0b72d	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Unknown	Unknown
b296156b58fb46093c54730f48857c9f	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	RBG-13-54-9	RBG-13-54-9	Uncultured bacterium
a1f4895d5ced7ce63c1512fa54fabe8a	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unknown
9ff97deb59236cdd4640a7dd232e1b33	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Uncultured bacterium
0758ea79dc2cd5e7adfe735a2a1a0034	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Uncultured	Uncultured soil
00f65f67ace81fa6c0c9c841ea35265a	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Unknown	Unknown
0785dc38b7631758e80dcfd64d8e6cf2	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	Unknown
62b313a869ee8c4cf0091a3dfcf9e0cf	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	Unknown
c67bb3b5e3d6566f4673cf62a0772003	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Uncultured	Uncultured	Unknown
a66b7712aede4077098afbc2ce5843e6	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Schlesneria	Uncultured planctomycete
e7f2ff5f89448e1293559b2d86e1b201	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Unknown	Unknown
eb8a899af89f849296335960feca7d6a	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Uncultured	Uncultured	Uncultured Acidobacteria
d6e2ce57f170aecf9349ac6438863722	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	Uncultured eubacterium
a91715b25f2f0b1327f47b125e3c075c	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
f4c57297ecefe75f7cae850c489ca750	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	Unknown
64ecbd4b8e285434df6b6952ca063d8c	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Uncultured	Uncultured bacterium
855c8c7e5aa8ac74da7fa0bc6c7df595	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	Uncultured bacterium
e4dc20eac166689228b55113f58cb235	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	Unknown
461732bb48e83eef4c02ecbd6bd39324	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	Unknown
48059408b2e6ae2ec392081b30255d65	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Uncultured	Unknown
5be6a20345b59bff4ea4adb72f99a0d4	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Uncultured	Uncultured bacterium
567bd1d45e38be55f2a30d530bfe7148	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	Uncultured bacterium
59e9e282e02e20f6eb0e62c2420a5837	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Vermiphilaceae	Uncultured bacterium
14ee3a9b3dee5362b277dffd2a776969	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Uncultured bacterium
62beff61a987a59bbe4252a6b245ff21	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Inquilinaceae	Inquilinus	Unknown
7911b2ef12a087636cbaee02c262ff3d	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Uncultured	Unknown
93f87b04b3a858a4051095618c94c423	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20	Uncultured bacterium
03a9e9d928d56a036a12c0752ae6626c	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliales	Babeliales	Uncultured bacterium
e7c5d65b6d09099c7bfad48a399e70b6	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	Uncultured Acidobacteriales
ad0b0751ce79c8b84854f6b36ffb3fcc	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Uncultured	Uncultured Caulobacteraceae
e64aafe1d5f311d4109daf3220055194	Bacteria	WS2	WS2	WS2	WS2	WS2	Uncultured soil
b4867a3f45040a6964e9420930195de6	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	Uncultured	Uncultured Alphaproteobacteria
507db70110988326aa202e8d682a1688	Bacteria	Chloroflexi	Unknown	Unknown	Unknown	Unknown	Unknown
f774d0b4bb791a534815f8d733cef020	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Unknown
a0c8af6597e7dd187eca57efcec2d6cb	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter	Unknown
48018281d1e28f14d287a964c2ec4ee7	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Uncultured	Uncultured bacterium
8845c91f35a336a9d6b5a163b9e77f26	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Unknown
b7aef433d81b15c9b2ed38b6edb22137	Bacteria	Armatimonadota	Uncultured	Uncultured	Uncultured	Uncultured	Uncultured soil
0e55339184fe9a032b6098595b39905f	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Unknown
3e9f6fbe99b9de24f804c1fd656ab7a5	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Uncultured	Uncultured planctomycete
5a0a423794b0a447ba48d26bbd94fa16	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
7010d78e041eb275a8d76e0d5e1c3e61	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peribacteria	Candidatus Peribacteria	Candidatus Peribacteria	Uncultured bacterium
38c4d4d8a675313ae6639259f00ff97c	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Uncultured	Unknown
34f009c5a7cf15291613dcb024b0527f	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Uncultured	Uncultured bacterium
14728563bde174edc5285c18eed7b61f	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Uncultured	Uncultured bacterium
35476e9d8c7734606ffc7dd09a5e2942	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Uncultured	Uncultured	Uncultured bacterium
1dac8d651af126a03241efa4a1505ffd	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
f572ff940153c89be5bb558f8c398b6c	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Chlamydiaceae	Unknown	Unknown
98dda0ac6b6e003a1445dfecef571f9e	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	Uncultured planctomycete
87f80e1b75c17bba760e92b1f6969094	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	A21b	Unknown
d8db57d86b3d70c072e76b785e9dc401	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	Uncultured bacterium
09f944acc15518b31e5803e1e4cb4e43	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	Unknown
6c018ddd5d715f762ef4c055c59c3916	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	Uncultured bacterium
497cf1330ea72ef2ceadb1075f72706f	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	Metagenome
74a12f0a56db954ba8a462a8ff2ce722	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	Unknown
39c40f0c3a09d3a36fde89fb5fb91ca7	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	Metagenome
15f25fdd487b28486331fe45f5823b08	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	AKYH767	Unknown
699ffea64ae95d70699d68cf7ab64cb6	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Obscuribacteraceae	Uncultured bacterium
d3908bba9d5a881e43f33ddab0213e6f	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	TRA3-20	Uncultured beta
b05f049660c92be68af1970c8b478d39	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Unknown
edb5ae4fd775de10f06b5b23b4c881d8	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	Uncultured Xanthomonadaceae
f56fff332a7a296e7625d444f4889480	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Unknown	Unknown
de5b61a19f0d4a5abe33a33da18c0f7a	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Unknown
d3458eaee6e3fe3b7de2bd3f9e7f81f5	Bacteria	Chloroflexi	Ktedonobacteria	B12-WMSP1	B12-WMSP1	B12-WMSP1	Uncultured bacterium
8a33c21c91c04a137dfb57496dffd157	Bacteria	Elusimicrobiota	Lineage IIb	Lineage IIb	Lineage IIb	Lineage IIb	Uncultured bacterium
3b2cd93d269ccb3d848124cbe197a98c	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Uncultured	Uncultured	Unknown
61262788a9dc805f78e936941256c9eb	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	Unknown
0df97d629e3e4f8e1727d16374d3b815	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
e956c9365858deaba8adfef79fed804e	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Unknown
00c905253e84aab5042613bcc22d568c	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unknown	Unknown
21f128a33b545a80303c514e3332b803	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	Metagenome
2d51eee954d47bb2f71665bd2691bb94	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unknown
fb39326d628d91a869e7bdda5e5405e0	Bacteria	WPS-2	WPS-2	WPS-2	WPS-2	WPS-2	Uncultured bacterium
0a450fcfd0692cafd2bab049b5d6ca14	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Uncultured	Uncultured bacterium
662cc320ec9f822b0b28ef468f4af175	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Uncultured Verrucomicrobia
f8b8173289056f3442317b4669562a60	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	TRA3-20	Metagenome
96b38f7d608b5e00c96c59f8f039f066	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrionales bacterium
c1a997c544931344e5de11f9eeb051ee	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Uncultured bacterium
f61db4f18408220f35b368effea7821f	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Subgroup 2	Subgroup 2	Uncultured forest
8ab9e31a7bbd298d80f8c8ced932b69c	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	CPla-3 termite group	CPla-3 termite group	Uncultured bacterium
7c2811bbf4c76ca806ce4178a5ecb7fe	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unknown
442bfdfb81887ff425e6fb16e6a151aa	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Uncultured	Uncultured	Uncultured Iamiaceae
69dece9c873ff23ec6e7ea575d9d067d	Bacteria	WPS-2	WPS-2	WPS-2	WPS-2	WPS-2	Uncultured forest
6f0d6728a8c2294b0b091ccfe332decd	Bacteria	WPS-2	WPS-2	WPS-2	WPS-2	WPS-2	Metagenome
43c9e86409734b832125a67753d9b6ab	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Puia	Metagenome
0d03e78b5e99a6f727606b629708c75c	Bacteria	WPS-2	WPS-2	WPS-2	WPS-2	WPS-2	Unknown
0009238b927640119007348ca02c1e73	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
c31fda4a7409ef1f10ea0a100fd9f2f7	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacteraceae	Rhizobiales bacterium
3cf71ab3f3a83a94998d3b7c38320d28	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	Unknown
10fb8fb984e6bc9529a2ae984dff56b8	Bacteria	Actinobacteriota	Acidimicrobiia	Unknown	Unknown	Unknown	Unknown
ccf4879b91e600ce9eb87951b70eccdc	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	Uncultured bacterium
c775f9f238fb5238bc66770285920020	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
c0ee4b6d6f91222147d0735065b17d2f	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	SM2D12	Unknown
c9184ca9b48a41aa4692ed78173fc476	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20	Uncultured bacterium
6101b1683775d826cdea3ed547a550f6	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	Subgroup 7	Subgroup 7	Uncultured Thermaerobacter
48ef982cb821db827fa4c409e647520d	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Unknown	Unknown
e32683fa4a9164330a0e9c9e6bade529	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Unknown
b9640aaa5ea551503568c14ebd69ed49	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Uncultured	Uncultured bacterium
c36428da82bb95a03e06053bb811d5e6	Bacteria	Planctomycetota	BD7-11	BD7-11	BD7-11	BD7-11	Uncultured bacterium
a40d15a592a072c6174f6400ac740914	Bacteria	Proteobacteria	Alphaproteobacteria	Unknown	Unknown	Unknown	Unknown
366baabe392a19331f055d32d7de9b60	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Unknown	Unknown
9f1570458493c18708bbdfab67da9bdf	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20	Uncultured bacterium
141090243ae1273d8d51cdf396aab1eb	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Uncultured	Unknown
cfd1c68e259652bb151b1b23cb2040db	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	Subgroup 7	Subgroup 7	Uncultured proteobacterium
663ce3290d3dd645270a61853aae5d0b	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Subgroup 2	Subgroup 2	Unknown
811852ec061d64ac1c2a72287039fdbf	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidipila	Uncultured bacterium
49ee4af72eda1e97c3e40852aaca99d0	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera	Uncultured planctomycete
084fdd72d52dbdf4705cf9fcaabd28c6	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidipila	Unknown
eb0351a46745c1135e891a7516670eda	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	LWQ8	Uncultured bacterium
4e2d13d7822fdccef7e35fbe643ffc64	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
a28c54c9cdb9959d7e580c516d0a9f3b	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Uncultured bacterium
57301a86e7d4e683923df2007a7a3809	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Uncultured bacterium
c4d13f64433c7048a91020cfbf032d1e	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Uncultured	Uncultured	Unknown
8b09097dfd970dee5f77a5c364c44adb	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	CPla-3 termite group	CPla-3 termite group	Unknown
ee0a1819c55c1592b6c4ea1c91e6b114	Bacteria	Patescibacteria	Parcubacteria	Unknown	Unknown	Unknown	Unknown
c7a766d06d80ef6e2ad150327a7cd0e9	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Uncultured	Uncultured	Unknown
cde4c5d7b59727b383584db752222acc	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	Unknown
58a4d605bc9e3bd8bfd426b76fbba70c	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadales	Chthonomonadales	Uncultured bacterium
dc10da6562644356f43dcf4ea113764e	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	Unknown
63fe6b9d73f0efdf096f92182caf211c	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Unknown
86d737843e7fd3272b6af197ce45a71c	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Uncultured	Uncultured	Uncultured bacterium
