ASV	Taxon	Phylum	Class	Order	Family	Genus	Species
80c06745d84db948a93f61e83611b783	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Unknown
b555b94022e48da761f0e726f86adff8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	Unknown
d9083ab488544ccbbae8682c950e2544	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flaviaesturariibacter	Uncultured bacterium
9cb39a253b8d4d3fcbb0a06b2105021d	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flaviaesturariibacter	Uncultured bacterium
19c8b33153ecbc5ab139b86ed996a90e	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	Unknown
8df2b2e6c1cb64bd18b81d5bae7f0898	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unknown
b930800211c656659820e8a8a4842528	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Unknown
9d44112042789d5622f6500148cdc388	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella	Uncultured bacterium
3833fb89680e0c1b788c137cde4ef3af	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Unknown
27ebc9ae884f2286b7c089b13489da81	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Tepidisphaera	Uncultured bacterium
ad72127c01dac114c005c83404612b5d	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Unknown
37692beae490744c50df8449e1dfc778	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Cnuella	Uncultured bacterium
d3d0954f131032ebb7e76ddaca6831af	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	Metagenome
f6edbcb91f18c1dcc550ce2c68333165	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	Unknown
2a1b95f280310734ee9a73f6e4fe75e7	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	Unknown
157a7c6518a3b3e70daf62add4531002	Bacteria	Proteobacteria	Gammaproteobacteria	WD260	WD260	WD260	Uncultured bacterium
aef9ba0908439d0896ca8cfc4db4dbcf	Bacteria	Chloroflexi	Gitt-GS-136	Gitt-GS-136	Gitt-GS-136	Gitt-GS-136	Unknown
702af9e944edfd5a1a7f0dce0d566376	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Unknown	Unknown
65b1fe847bdef1782f7c3b340f616bc6	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unknown
354a08c393183104bb5c02c51f87efe6	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea	Uncultured bacterium
a099b394e1c5bf8da4ea283c5f27fd68	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Unknown
c8f814fd923180531d222e505bb8b7fa	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiales Incertae Sedis	Motilibacter	Unknown
95b0d4f1aee6d2f42602026d5c634276	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	unidentified archaeon
9f6a48827f9fc2a505a655627657ffb4	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Uncultured	Uncultured bacterium
1c0a3725f25027e98ff6aea763fbb4d2	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Unknown	Unknown
26d3b88219bfb6a787c3ded6b2e83596	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Uncultured bacterium
b5c8ed4496d79b916859402cdf11f0a7	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unknown
177f15426f28db0f5f562881cd3ef25d	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Rhodocytophaga	Uncultured Rhodocytophaga
63f91dea197c71c263997946f0e60699	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Uncultured	Uncultured	Uncultured Planctomycetales
d3303382b19b8ac4d8f8864337e9b9c3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Unknown
0da1f2a11ad0c30400b9de52f33c7aba	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Uncultured bacterium
fab2932e219ad8fc08ebcafb0c320966	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Nibribacter	Unknown
aa6f9d72d79582f37cd7e1a204da5573	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Unknown
f66df1898b46126275f1585978e60df0	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Metagenome
10afda2baef44de4c584a6641de399b1	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unknown
5386b6be014eb2b8c7290cb18325a830	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	Uncultured actinobacterium
ce72168fbf5e3e014ce3bb524e664041	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas	Unknown
a97cb0eaa4fefb313021cf1c914d4d69	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Unknown
649f026cd615015b1c0f8e760d309122	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	Unknown
6a91a85cf6eb55ead332be5dd3e31123	Bacteria	Firmicutes	Thermoanaerobacteria	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobacter	Caldanaerobacter subterraneus
3ebf82fd63946dbd5a58e8767f016d9d	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Unknown
29abf79937c29f1d4d7d5739225d3b22	Bacteria	RCP2-54	RCP2-54	RCP2-54	RCP2-54	RCP2-54	Uncultured bacterium
6cd521d4f7f2f49c4c86e06f49e576d8	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Unknown
3d0fdaba5562129fdce740dd2c09f772	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	Unknown
6c52593f44c5787de4b040d7d3b38db6	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Unknown	Unknown
ca6c2b3b469c08212142e8821c65882a	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unknown
9db70b1f87bcf936402ea019a66f2bea	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Unknown
8821f586cf588220a38594f50af81341	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	Unknown
b8c4ed03d7d91546b9f6ad80b80135a3	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	Unknown
bcfdce6af0838615c3ceada5eb3006b4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodopseudomonas	Uncultured bacterium
e05c79009fd7877b24e3127bd49986a0	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	Metagenome
e27c7a8f0f15ba272646221046672a7a	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Unknown	Unknown
8f7eb9ea78e61c8a75f0f84d1b095145	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Unknown	Unknown
5189b5c8b6ac121471e2ef04fd977ef5	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Uncultured	Uncultured bacterium
3fb11383d86dfad2dfd111339161741f	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Unknown
a675540da0c9a75f91235797c6f53261	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Chroococcidiopsaceae	Aliterella	Aliterella sp.
b1612ff84ae5f0c33ce4ca4d2418ce56	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Arcticibacter	Unknown
96bfbaf2632960369c395f7abbd06281	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora	Unknown
405a7b562518a6528bb2b07a9e8c1216	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Uncultured	Uncultured Ohtaekwangia
5ac42098842d8fbc0ec556fb3c936adc	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes regularis
3dd6c9ce09336b0ac3b6b960aaf9b378	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Uncultured	Uncultured	Unknown
be9e71afcba6b843ce839c2d10d30623	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	Unknown
17e562606dc747dd9f950ce27d3eb95a	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Unknown
c489a5dd3e6b99cbbe986a7965f907ff	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Unknown	Unknown	Unknown
2d16d001e21717f960cf771ae879b1dd	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unknown
9f04d4582c00cc1372a4a536aaa64d65	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Unknown	Unknown
0e11a8e894a8d9a3241d7cd7915570ac	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Unknown
0f5f48d793a468de8ec2131049a25f1e	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	Unknown
b35e30cf9079e8eaeb96cb88b183a91c	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea	Unknown
2782224882645633fceb10eb28d93ebf	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Uncultured	Uncultured	Unknown
8e09caaee61bd482522f087e96e093de	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Unknown
e55d539d44ff617571e2d73f6cc501ce	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unknown	Unknown
3d37828ca8cf25e5efbc6ecef374521d	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Uncultured	Uncultured bacterium
fc7b257064027e1bc2b6fbfb4584677d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unknown	Unknown
97adcee7c1dbc6dc7a0dba27606dcf97	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
d11ef81cd8ab0dfa7a44a92acae1ccfb	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unknown
7be6d1d8b1e5f299e14138de15fc40c1	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Uncultured	Uncultured	Unknown
0001d123420b59585627edf5a1292ae8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	Unknown
d9c8d82e5c3cbcce9bced9b1256171c4	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Uncultured bacterium
fad041dcb294004c52ed306817ddbc68	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	Uncultured bacterium
225671ed33a06c9e372cb09428c37ff1	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Unknown	Unknown
65d43491988bfe557da4d86a5ba25dae	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Unknown
5f7122a87d3ee1da11dab0973ee8e324	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Uncultured	Unknown
2f7db29d89aa3dce7453fcc7348598e9	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
d907ee78338937173c978029ced28fbe	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	Unknown
7068efe35f29061dd917c5272ae79a1e	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	Unknown
7ff346973a282aa55de296afdb5d74af	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Unknown	Unknown
695f54b6fe6e416ca3552f77a92d75a9	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	Uncultured Burkholderiaceae
bec27b416174d193f47434a3b86a8152	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Uncultured	Unknown
9f622f949747e9ef9dddff74f693d9e1	Bacteria	Armatimonadota	Uncultured	Uncultured	Uncultured	Uncultured	Uncultured bacterium
78a1b2e85fb21e6dcc4038a4894f29c9	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Uncultured	Uncultured	Uncultured bacterium
bc784a269e46bb88829bb588314450e3	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea	Uncultured Desulfocaldus
e8386d3a307c208c4b9f0a756259cd6b	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Unknown
d892d40bc79d0c356bd2886ce8d120ee	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	Unknown
2b2995bdb3b552a2a55576f244023603	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	Unknown
685a1812a6e46f72d7cf1f4a060b8e96	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Unknown
dbbe7686056ff0a336e077681d760a25	Bacteria	Firmicutes	Bacilli	Bacillales	Unknown	Unknown	Unknown
25bafa913ac9fae2b5427f17c12e705b	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	YC-ZSS-LKJ147	Uncultured bacterium
33295f1846cff2bf9c88e15798fbc91d	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Unknown
09e996f449e880d1fd8f27d59e8d8b11	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Unknown
1c2081ba6182497ed3942fb5deb235e4	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	Unknown
bc7e42479410cd51710c9c5484647e64	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrocosmicus	Uncultured archaeon
b099d763d78aaf347411b48ccf406dbf	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus osmophilus
d76d6003ee959b0bdf1f9de282467004	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Unknown
e5c19d7800b18015f3a917fc015fc42f	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter	Unknown
98db96cc99654ef243cb9136f09d14e6	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Uncultured bacterium
7b98f85b43db30c605867cca3737a5bc	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus helveticus
3fddaf06d5eef85d6bb5499b663e46ba	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopostipes	Uncultured bacterium
a4ea407cc0474048371da8d7879c4517	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Unknown
358653c8ce0e7c1d8475afd42a10d238	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	Metagenome
58ab4257cbdb7c2021a954410d08ff84	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	Uncultured Chloroflexi
1496f0c3d73ed8f28845c74fb6cfb58a	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Unknown
afaab7ab7bd0282b76cf060e5044ba96	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus alcalophilus
aa9b3a1418d146c262ec63305292065a	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Unknown
5648dccee530d68ceb3e4d7d22cf8756	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unknown
1368aca6d12ec4a9bbf16a2ff67104e1	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Unknown
eda74f2d1b5e84dae47f14280e5ccb17	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Uncultured	Uncultured soil
4608fae4bbc9964cdd17af8782f2155e	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unknown
cf3bacd24a8e29408f08ae44f9e24947	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	Uncultured Deinococcales
0c579d21280801f02a641e1608606927	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	Unknown
9966decaeda8f776c5f73afe2b401316	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10	Uncultured Chloroflexus
1c73e1dd8862b6fdbc044d6e0d9ecc26	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	Unknown
3c64add2dcc07e773260809bf7c70fff	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora	Unknown
de9fcf63782ec325a8b5e243500fe748	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Uncultured bacterium
855d1c094ac762b2269ce5d8c2cd7088	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella atlantae
a7d089e433aac54546d15d3421576ef9	Bacteria	Actinobacteriota	Acidimicrobiia	Uncultured	Uncultured	Uncultured	Unknown
ca062221b62b696374ab9857e0e08144	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	Uncultured bacterium
75a3e20e916ee5ec7dceae34a1bc0209	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Unknown
1427435456d4da78e4d4f36902b0a273	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Unknown	Unknown
7347881ef3980ea60fc95285a8b34495	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Unknown	Unknown
bc3676c17839094c4fa8e33268905268	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrocosmicus	Unknown
e6d4e63f6baead777f61c53b03caad1d	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Uncultured bacterium
db5d5066a3177a94d4ce876e6b1ac340	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Terribacillus	Terribacillus goriensis
2330d5de92ae91adc84d797e55e41055	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Uncultured	Unknown
21ada0c9a8bf78e70d72e0cd0b7be5cb	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Uncultured	Uncultured	Uncultured bacterium
ffedf4870e5cc6cbf414e21fc1d6498e	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Unknown	Unknown
5e5e6408720a210bcfa09242eb04a057	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Uncultured bacterium
0daf18761540fabc4ddd7b0e44890d04	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrocosmicus	Uncultured archaeon
d63e3ee111f0d41a61942a4d040b4d1a	Bacteria	Chloroflexi	Gitt-GS-136	Gitt-GS-136	Gitt-GS-136	Gitt-GS-136	Unknown
9ebd4d47c25e82ab5fff6ca85f1ad499	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	Uncultured bacterium
83e948f389f9d97b0c975afc880989e8	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
c515257549cb7ec0050f0d66454707fc	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil group	Uncultured bacterium
a652f496fb4f9105e6797d717c3926ef	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Uncultured	Unknown
285e160d99e5861fe736d8a031d9ffac	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	Uncultured bacterium
489825a1ddca93ce97abbb41bbe95734	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrocosmicus	Unknown
dcf7709ece9a68d8226f741b011c5690	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Salinicoccus	Unknown
0b9e7b1532d86d28d872bfd0ba38a575	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaeraceae	Unknown
2e940bbf02afb59ddbff00fbd0e4571d	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	Uncultured bacterium
02aca0523cb4d38278cb9b2eca420fa1	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	Unknown
6d55df09ea4ac0a4e18ec647a14080cf	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Uncultured	Uncultured	Unknown
fd1098cd571337c869bc804919b0f630	Bacteria	Firmicutes	Bacilli	Bacillales	Unknown	Unknown	Unknown
5cf37e80516a615f77bd5e97f18ae417	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Unknown	Unknown
52893bafb3e83a2278ce569de7c8ed4c	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unknown
0cd986d3fa41118a4d3ae6468ea21980	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Unknown	Unknown
122e20f0ace74b543f31b54ec9fcda89	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Uncultured	Uncultured	Unknown
4f856faa12011d6b010d1218d6af965c	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Uncultured	Unknown
31bcf0a5168e76f7e320deb6bca05160	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	JGI 0001001-H03	Unknown
7e1a7eecb0c4b8fc25744fe129a6d190	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Uncultured	Unknown
55d294613e5145693b358304624e61ab	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	Unknown
006d89daf8def59d2f8439a6701fdc0b	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Uncultured	Uncultured	Unknown
853b7503a46219f4fa7009555f786d39	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Unknown
72d769d540f954615306b5c799e606f4	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	PLTA13	PLTA13	Unknown
e42d6ed4bcbff0c1730d82c4b0b63803	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	unidentified archaeon
b7178af2a8ebf0cb9c1e56605f18602b	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Unknown
dce80ac355857fbbf2572f6c74b4e1a4	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaeraceae	Unknown
e526b7bcb6bcc4067b9f0430c5399489	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unknown
bffd6e7320d0aa746feb22974f1388eb	Bacteria	Chloroflexi	KD4-96	KD4-96	KD4-96	KD4-96	Unknown
02ed94d6e388e96c866405253c03dbc0	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	JGI 0001001-H03	Uncultured soil
50f6334595bf72301b895c8d161010d9	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	Unknown
e2674e0200a8373a5ae8f9cbd9748cbf	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae	Unknown
73ff0a30a35907b93f8e4e13e4874bf0	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	Unknown
1a67804378c42eb4610c5b8c9fd861cb	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Unknown
a2129306ce778f0ae10be9cbeba2601b	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	Uncultured bacterium
e335f74033bc634af43ee6baa84fa247	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	Unknown
c34fba6dd95dce741fc3cf6f4df48bc5	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	Uncultured Planctomycetaceae
7d88cb85b80e0024b54a61e7a6da3bf0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Unknown
0ecebaf060eb7d72d4068f02bcfdc84a	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Uncultured	Uncultured bacterium
7a1f78821a8093d440270f0c8733fe88	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	Unknown
6b7af6a8a0687ddf7aa4a6069c342cf3	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Uncultured bacterium
